Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
13:80127159:-	   99.3	    0.0	 9999.9	    0.5	  28.58	  30.10	 191.76	   0.47	   0.00	--------	-1	0.00	*
5:167984120:+	   99.2	   28.0	    3.5	    0.5	   9.60	  10.26	 190.75	   0.14	   0.00	--------	-1	0.00	*
22:39261640:-	   99.1	   12.3	    8.1	    0.9	  16.37	  17.37	 164.80	   0.48	   0.00	--------	-1	0.00	*
16:9212648:+	   99.1	    0.0	 9999.9	    0.7	  28.58	  30.10	 174.88	   0.19	   0.50	--------	-1	0.00	*
3:33908349:-	   99.0	    2.3	   43.7	    0.5	  24.39	  25.75	 185.25	   0.48	   0.22	--------	-1	0.00	*
1:32662074:+	   99.0	    8.1	   12.2	    0.8	  19.02	  20.14	 169.72	   0.56	   0.00	--------	-1	0.00	*
1:9642641:-	   99.0	    0.0	 9999.9	    0.8	  28.29	  29.80	 167.61	   0.55	   0.00	--------	-1	0.00	*
1:33478712:-	   99.0	   12.9	    7.7	   28.1	  16.14	  17.12	  24.76	   0.63	   0.00	--------	-1	0.00	*
1:100548679:+	   99.0	    0.0	 9999.9	    0.8	  28.29	  29.80	 167.61	   0.32	   0.00	--------	-1	0.00	*
11:10801211:+	   99.0	    0.0	 9999.9	   12.4	  28.29	  29.80	  53.24	   0.39	   0.68	--------	-1	0.00	*
11:116619044:-	   99.0	    0.0	 9999.9	    0.5	  28.29	  29.80	 182.51	   0.52	   0.00	--------	-1	0.00	*
12:3149765:+	   99.0	    0.0	 9999.9	    0.7	  28.29	  29.80	 170.73	   0.54	   0.00	--------	-1	0.00	*
12:108127326:-	   99.0	    0.0	 9999.9	    0.7	  28.29	  29.80	 170.73	   0.24	   0.00	--------	-1	0.00	*
16:28854148:+	   99.0	   35.5	    2.8	    0.7	   7.05	   7.56	 172.71	   0.61	   0.02	--------	-1	0.00	*
16:67232716:+	   99.0	   32.4	    3.1	    0.7	   7.87	   8.43	 172.71	   0.41	   0.00	--------	-1	0.00	*
17:2585389:+	   99.0	    0.0	 9999.9	    1.1	  28.29	  29.80	 150.47	   0.12	   0.00	--------	-1	0.00	*
17:5286624:-	   99.0	    6.4	   15.4	    1.1	  20.31	  21.49	 150.47	   0.53	   0.00	--------	-1	0.00	*
17:34946174:+	   99.0	   22.6	    4.4	    1.1	  11.26	  12.00	 150.47	   0.51	   0.00	--------	-1	0.00	*
19:1258179:+	   99.0	    0.0	 9999.9	    1.1	  28.29	  29.80	 150.75	   0.37	   0.00	--------	-1	0.00	*
19:13033363:+	   99.0	    0.0	 9999.9	    1.1	  28.29	  29.80	 150.75	   0.52	   0.00	--------	-1	0.00	*
2:25962904:+	   99.0	   15.8	    6.3	   55.3	   6.62	  15.37	   7.10	   0.37	   0.00	--------	-1	0.00	*
20:60710366:-	   99.0	    0.0	 9999.9	   24.3	  27.91	  29.80	  29.40	   0.34	   0.00	--------	-1	0.00	*
22:36863129:+	   99.0	   29.7	    3.3	    4.2	   8.77	   9.38	  95.82	   0.58	   0.27	--------	-1	0.00	*
3:57545780:+	   99.0	    0.0	 9999.9	    0.8	  28.29	  29.80	 163.36	   0.53	   0.00	--------	-1	0.00	*
3:98299355:+	   99.0	   23.3	    4.2	    0.5	  10.86	  11.59	 182.97	   0.52	   0.00	--------	-1	0.00	*
5:133726161:-	   99.0	   19.0	    5.2	    1.2	  12.52	  13.34	 149.75	   0.34	   0.00	--------	-1	0.00	*
6:35058886:-	   99.0	    5.5	   17.9	    5.8	  21.15	  22.37	  82.73	   0.11	   0.00	--------	-1	0.00	*
6:91225463:-	   99.0	    3.7	   26.4	    0.6	  23.05	  24.34	 179.27	   0.18	   0.00	--------	-1	0.00	*
7:23240579:+	   99.0	   13.1	    7.5	    0.5	  15.55	  16.51	 185.71	   0.55	   0.00	--------	-1	0.00	*
7:149170734:+	   99.0	   15.3	    6.5	    8.5	  14.46	  15.37	  67.86	   0.52	   0.00	--------	-1	0.00	*
7:151832074:-	   99.0	    0.0	 9999.9	    0.5	  28.29	  29.80	 185.71	   0.44	   0.00	--------	-1	0.00	*
8:53535222:+	   99.0	    0.0	 9999.9	   11.0	  28.29	  29.80	  57.66	   0.28	   0.00	--------	-1	0.00	*
9:139007693:+	   99.0	    0.0	 9999.9	    7.8	  28.29	  29.80	  71.16	   0.33	   0.00	--------	-1	0.00	*
X:53405147:-	   99.0	   31.6	    3.1	   14.4	   8.15	   8.73	  47.62	   0.14	   0.00	--------	-1	0.00	*
2:174233555:-	   99.0	    0.0	 9999.9	   17.5	  28.29	  29.80	  40.57	   0.52	   0.43	--------	-1	0.00	*
7:116438160:-	   99.0	    0.0	 9999.9	    0.5	  28.29	  29.80	 185.71	   0.09	   0.00	--------	-1	0.00	*
11:126072980:-	   99.0	   18.0	    5.5	    0.8	  12.98	  13.82	 168.44	   0.14	   0.00	--------	-1	0.00	*
17:40005046:-	   98.9	    1.6	   60.4	    1.8	  25.30	  26.69	 131.38	   0.32	   0.00	--------	-1	0.00	*
9:38397659:-	   98.9	   55.0	    1.8	    0.6	   3.34	   3.61	 178.07	   0.26	   0.31	--------	-1	0.00	*
21:38886686:-	   98.9	    2.7	   37.2	    0.4	  24.12	  25.46	 198.34	   0.22	   0.00	--------	-1	0.00	*
13:42895365:-	   98.9	   24.0	    4.1	   22.8	  10.86	  11.59	  31.43	   0.11	   0.00	--------	-1	0.00	*
1:205682944:+	   98.8	   53.7	    1.8	   70.1	   2.93	   3.77	   3.19	   0.46	   0.00	--------	-1	0.00	*
17:37562391:+	   98.8	   18.7	    5.3	    1.1	  12.98	  13.82	 150.47	   0.29	   0.00	--------	-1	0.00	*
22:42070655:+	   98.8	   20.1	    4.9	    0.9	  12.09	  12.88	 162.74	   0.32	   0.00	--------	-1	0.00	*
17:78109225:-	   98.8	   30.3	    3.3	    1.1	   8.46	   9.05	 150.47	   0.56	   0.00	--------	-1	0.00	*
15:70340911:-	   98.7	   12.6	    7.8	    0.5	  16.14	  17.12	 189.30	   0.24	   0.00	--------	-1	0.00	*
14:99864570:+	   98.7	   22.8	    4.3	    0.5	  11.26	  12.00	 186.75	   0.23	   0.00	--------	-1	0.00	*
12:53582854:-	   98.6	   14.0	    7.0	    0.7	  15.55	  16.51	 170.73	   0.38	   0.00	--------	-1	0.00	*
12:27118507:-	   98.6	   11.7	    8.4	    4.9	  16.74	  17.76	  89.56	   0.42	   0.00	--------	-1	0.00	*
14:81643946:+	   98.5	    0.0	 9999.9	    0.5	  28.29	  29.80	 186.75	   0.36	   0.00	--------	-1	0.00	*
10:62554388:-	   98.5	    0.0	 9999.9	    0.5	  28.29	  29.80	 184.13	   0.22	   0.00	--------	-1	0.00	*
1:205685665:-	   98.4	   39.1	    2.5	   70.1	   2.93	   6.53	   3.19	   0.31	   0.00	--------	-1	0.00	*
18:57570614:-	   98.3	   32.2	    3.1	    0.3	   7.87	   8.43	 202.95	   0.30	   0.00	--------	-1	0.00	*
5:98191327:+	   98.3	    2.6	   37.7	    0.5	  24.12	  25.46	 188.42	   0.40	   0.00	--------	-1	0.00	*
12:104743922:+	   98.3	    4.4	   22.4	    0.7	  22.06	  23.32	 170.73	   0.33	   0.00	--------	-1	0.00	*
16:87866529:-	   98.3	   39.0	    2.5	    3.6	   6.31	   6.77	 102.16	   0.59	   0.00	--------	-1	0.00	*
X:133562512:+	   98.2	   32.1	    3.1	   29.8	   7.87	   8.43	  23.01	   0.27	   0.00	--------	-1	0.00	*
9:123942191:+	   98.2	    0.0	 9999.9	    0.4	  28.29	  29.80	 191.80	   0.29	   0.00	--------	-1	0.00	*
5:175934413:-	   98.2	    4.0	   24.7	    0.5	  23.05	  24.34	 188.42	   0.57	   0.00	--------	-1	0.00	*
5:134061506:+	   98.2	    4.5	   21.8	    0.5	  22.06	  23.32	 188.42	   0.09	   0.00	--------	-1	0.00	*
5:6756599:-	   98.2	    0.0	 9999.9	    0.5	  28.29	  29.80	 188.42	   0.14	   0.00	--------	-1	0.00	*
9:133512970:+	   98.2	    2.2	   44.6	    0.4	  24.12	  25.46	 191.80	   0.35	   0.00	--------	-1	0.00	*
2:62095701:-	   98.2	   42.5	    2.3	    2.0	   5.42	   5.83	 128.07	   0.63	   0.01	--------	-1	0.00	*
7:138731028:+	   98.2	   17.6	    5.6	   11.8	  13.45	  14.31	  54.88	   0.44	   0.00	--------	-1	0.00	*
22:30972965:+	   98.1	   35.1	    2.8	    0.9	   7.05	   7.56	 162.74	   0.51	   0.00	--------	-1	0.00	*
17:73262113:-	   98.1	    6.4	   15.4	    1.1	  20.31	  21.49	 150.47	   0.45	   0.00	--------	-1	0.00	*
15:78790859:-	   98.1	    3.1	   31.8	    0.5	  23.05	  24.34	 182.53	   0.28	   0.34	--------	-1	0.00	*
17:1801104:-	   98.0	   36.6	    2.7	    1.1	   6.79	   7.29	 150.47	   0.14	   0.00	--------	-1	0.00	*
1:115247991:+	   98.0	   10.3	    9.5	   70.9	   2.64	  18.18	   2.88	   0.33	   0.43	--------	-1	0.00	*
10:105785668:+	   98.0	    0.0	 9999.9	    0.5	  28.00	  29.50	 181.86	   0.50	   0.00	--------	-1	0.00	*
10:119042579:+	   98.0	   28.0	    3.5	    0.5	   9.24	   9.87	 181.86	   0.12	   0.00	--------	-1	0.00	*
13:41704489:+	   98.0	    0.0	 9999.9	    0.3	  28.00	  29.50	 206.47	   0.43	   0.29	--------	-1	0.00	*
2:113289927:-	   98.0	   33.4	    2.9	   24.5	   7.42	   7.95	  28.47	   0.66	   0.00	--------	-1	0.00	*
3:15711560:+	   98.0	    0.0	 9999.9	    0.5	  28.00	  29.50	 180.71	   0.10	   0.00	--------	-1	0.00	*
3:88206040:+	   98.0	   10.2	    9.6	    5.4	  17.14	  18.18	  84.29	   0.04	   0.00	--------	-1	0.00	*
3:185634675:+	   98.0	   22.2	    4.4	    1.9	  11.05	  11.79	 127.80	   0.40	   0.00	--------	-1	0.00	*
6:3153965:+	   98.0	   36.7	    2.7	    0.6	   6.64	   7.12	 177.04	   0.51	   0.00	--------	-1	0.00	*
7:2770585:+	   98.0	   15.4	    6.4	    0.6	  14.23	  15.13	 175.14	   0.32	   0.28	--------	-1	0.00	*
4:129191334:+	   98.0	   30.5	    3.2	    0.3	   8.28	   8.87	 199.78	   0.38	   0.00	--------	-1	0.00	*
1:94354054:+	   98.0	    0.0	 9999.9	    0.8	  28.00	  29.50	 165.50	   0.54	   0.00	--------	-1	0.00	*
6:11138915:+	   97.9	   14.4	    6.8	    0.6	  14.76	  15.69	 177.04	   0.38	   0.00	--------	-1	0.00	*
17:80573260:+	   97.9	    0.0	 9999.9	    3.2	  28.00	  29.50	 105.59	   0.27	   0.00	--------	-1	0.00	*
3:156423782:-	   97.9	   14.1	    6.9	    0.5	  14.76	  15.69	 180.71	   0.44	   0.00	--------	-1	0.00	*
15:56385032:-	   97.9	    0.0	 9999.9	    0.5	  28.00	  29.50	 186.97	   0.41	   0.00	--------	-1	0.00	*
1:154929545:-	   97.9	    0.0	 9999.9	   28.8	  22.18	  29.50	  23.44	   0.41	   0.00	--------	-1	0.00	*
10:124752143:+	   97.8	    0.0	 9999.9	    0.5	  28.00	  29.50	 181.86	   0.49	   0.00	--------	-1	0.00	*
13:115092099:+	   97.8	    0.0	 9999.9	    0.3	  28.00	  29.50	 206.47	   0.06	   0.00	--------	-1	0.00	*
1:223967930:-	   97.8	   19.0	    5.1	   11.3	  12.32	  13.11	  55.65	   0.23	   0.00	--------	-1	0.00	*
14:23794651:-	   97.8	   21.1	    4.6	    0.5	  11.46	  12.22	 184.44	   0.49	   0.00	--------	-1	0.00	*
1:244572412:-	   97.8	   40.1	    2.4	    0.8	   5.70	   6.13	 165.50	   0.11	   0.00	--------	-1	0.00	*
1:205682942:-	   97.8	   55.3	    1.8	   70.1	   2.78	   3.35	   3.03	   0.41	   0.00	--------	-1	0.00	*
2:136598328:-	   97.8	   13.2	    7.4	    5.5	  15.31	  16.27	  83.88	   0.51	   0.08	--------	-1	0.00	*
5:154255961:+	   97.8	    0.0	 9999.9	    0.5	  28.00	  29.50	 186.10	   0.27	   0.00	--------	-1	0.00	*
20:35380683:-	   97.8	    0.0	 9999.9	    0.7	  28.00	  29.50	 170.93	   0.46	   0.40	--------	-1	0.00	*
19:10796320:+	   97.7	   25.1	    3.9	    1.1	   9.92	  10.60	 148.81	   0.11	   0.00	--------	-1	0.00	*
2:128699413:+	   97.7	   12.1	    8.1	    0.4	  15.89	  16.88	 189.12	   0.31	   0.00	--------	-1	0.00	*
1:46508463:+	   97.7	    0.0	 9999.9	   15.3	  28.00	  29.50	  44.43	   0.19	   0.00	--------	-1	0.00	*
2:131808982:-	   97.7	    2.0	   50.0	    8.6	  25.02	  26.40	  66.01	   0.15	   0.00	--------	-1	0.00	*
8:104081426:+	   97.6	    7.5	   13.0	    0.4	  19.26	  20.39	 196.89	   0.26	   0.00	--------	-1	0.00	*
4:39780383:+	   97.6	    0.7	  145.6	    0.9	  26.37	  27.80	 159.69	   0.18	   0.00	--------	-1	0.00	*
11:94604162:-	   97.6	    6.8	   14.4	    4.1	  20.05	  21.22	  95.45	   0.53	   0.19	--------	-1	0.00	*
1:153781171:+	   97.6	   16.4	    5.9	    0.8	  13.72	  14.60	 165.50	   0.34	   0.00	--------	-1	0.00	*
1:205685579:-	   97.6	   25.2	    3.9	   70.1	   2.78	  10.60	   3.03	   0.48	   0.00	--------	-1	0.00	*
13:98116985:+	   97.5	    3.4	   28.3	    0.3	  22.77	  24.06	 206.47	   0.08	   0.00	--------	-1	0.00	*
6:117883951:+	   97.5	    1.9	   51.4	   14.9	  25.02	  26.40	  45.36	   0.35	   0.00	--------	-1	0.00	*
X:154349658:+	   97.5	    1.8	   54.8	    0.5	  25.02	  26.40	 183.88	   0.30	   0.00	--------	-1	0.00	*
5:132215009:+	   97.4	    0.0	 9999.9	   39.2	  13.78	  29.50	  14.65	   0.48	   0.00	--------	-1	0.00	*
12:74933281:+	   97.4	    0.0	 9999.9	    0.7	  28.00	  29.50	 168.59	   0.19	   0.00	--------	-1	0.00	*
7:6728883:+	   97.4	   21.3	    4.6	    0.9	  11.46	  12.22	 159.71	   0.31	   0.00	--------	-1	0.00	*
7:135611689:+	   97.4	    6.1	   15.9	    0.5	  20.05	  21.22	 183.42	   0.45	   0.56	--------	-1	0.00	*
1:200827861:-	   97.4	    0.0	 9999.9	    0.8	  28.00	  29.50	 165.50	   0.26	   0.00	--------	-1	0.00	*
5:137682834:-	   97.4	    6.7	   14.5	    0.5	  20.05	  21.22	 186.10	   0.36	   0.00	--------	-1	0.00	*
3:47629102:+	   97.3	   33.4	    2.9	    6.3	   7.42	   7.95	  78.33	   0.46	   0.00	--------	-1	0.00	*
13:50275265:-	   97.3	    0.0	 9999.9	    9.0	  28.00	  29.50	  64.37	   0.41	   0.31	--------	-1	0.00	*
1:112309765:+	   97.3	    0.0	 9999.9	    0.8	  28.00	  29.50	 165.50	   0.24	   0.00	--------	-1	0.00	*
3:23932360:-	   97.3	   51.5	    1.9	    0.5	   3.66	   3.97	 180.71	   0.38	   0.00	--------	-1	0.00	*
1:244219672:+	   97.3	    0.0	 9999.9	    0.8	  28.00	  29.50	 165.50	   0.25	   0.00	--------	-1	0.00	*
X:135044711:+	   97.2	   23.0	    4.2	    0.4	  10.67	  11.38	 194.42	   0.25	   0.00	--------	-1	0.00	*
6:170881470:+	   97.2	    1.5	   64.5	    0.6	  25.02	  26.40	 177.04	   0.60	   0.00	--------	-1	0.00	*
21:45114814:+	   97.2	   23.3	    4.2	    0.4	  10.67	  11.38	 195.92	   0.35	   0.00	--------	-1	0.00	*
11:61564065:+	   97.2	    0.0	 9999.9	    0.5	  28.00	  29.50	 180.25	   0.61	   0.00	--------	-1	0.00	*
1:28177039:-	   97.2	    0.0	 9999.9	    1.4	  28.00	  29.50	 141.43	   0.40	   0.00	--------	-1	0.00	*
1:151264350:+	   97.2	    0.0	 9999.9	    0.8	  28.00	  29.50	 165.50	   0.50	   0.00	--------	-1	0.00	*
3:156865907:+	   97.2	   27.0	    3.6	    0.5	   9.24	   9.87	 180.71	   0.45	   0.00	--------	-1	0.00	*
5:74656272:-	   97.2	   35.7	    2.7	    0.5	   6.89	   7.39	 186.10	   0.41	   0.00	--------	-1	0.00	*
6:31498157:+	   97.1	   37.8	    2.6	    0.6	   6.40	   6.86	 177.04	   0.55	   0.00	--------	-1	0.00	*
17:40024012:-	   97.1	   40.5	    2.4	    1.1	   5.70	   6.13	 148.54	   0.52	   0.00	--------	-1	0.00	*
12:50383468:+	   97.1	   18.9	    5.1	    0.7	  12.76	  13.59	 168.59	   0.44	   0.00	--------	-1	0.00	*
10:5807856:-	   97.0	   13.7	    7.1	    0.5	  15.31	  16.27	 181.86	   0.56	   0.00	--------	-1	0.00	*
16:46990444:+	   97.0	   11.1	    8.7	    0.7	  16.50	  17.51	 170.55	   0.39	   0.00	--------	-1	0.00	*
1:8414951:+	   97.0	    0.0	 9999.9	    9.2	  27.71	  29.20	  62.44	   0.26	   0.34	--------	-1	0.00	*
1:27108388:-	   97.0	    0.0	 9999.9	    0.8	  27.71	  29.20	 163.39	   0.45	   0.00	--------	-1	0.00	*
1:33765024:-	   97.0	   15.5	    6.3	    0.8	  14.01	  14.90	 163.39	   0.28	   0.00	--------	-1	0.00	*
1:235330889:-	   97.0	    6.9	   14.2	   28.6	  19.79	  20.95	  23.10	   0.32	   0.36	--------	-1	0.00	*
10:97423700:+	   97.0	    8.8	   11.0	    0.5	  18.26	  19.35	 179.58	   0.50	   0.18	--------	-1	0.00	*
10:99092469:+	   97.0	    0.0	 9999.9	    0.5	  27.71	  29.20	 179.58	   0.41	   0.00	--------	-1	0.00	*
12:117582002:-	   97.0	   29.8	    3.3	    0.7	   8.42	   9.00	 166.46	   0.26	   0.38	--------	-1	0.00	*
12:124498250:-	   97.0	   40.0	    2.4	    0.7	   5.56	   5.98	 166.46	   0.30	   0.00	--------	-1	0.00	*
15:42503027:-	   97.0	   10.1	    9.6	    0.5	  16.89	  17.92	 184.64	   0.28	   0.00	--------	-1	0.00	*
16:30959405:-	   97.0	   23.6	    4.1	    0.7	  10.46	  11.17	 168.39	   0.20	   0.67	--------	-1	0.00	*
17:77807390:+	   97.0	    0.0	 9999.9	    2.1	  27.71	  29.20	 121.19	   0.29	   0.67	--------	-1	0.00	*
19:2715879:-	   97.0	   27.0	    3.6	    1.1	   9.05	   9.68	 146.88	   0.30	   0.41	--------	-1	0.00	*
2:29169984:-	   97.0	   13.0	    7.5	    9.5	  15.08	  16.03	  61.14	   0.37	   0.00	--------	-1	0.00	*
2:46988110:-	   97.0	    0.0	 9999.9	    0.4	  27.71	  29.20	 186.77	   0.38	   0.00	--------	-1	0.00	*
2:97259525:+	   97.0	   22.3	    4.4	    0.4	  10.86	  11.58	 186.77	   0.26	   0.00	--------	-1	0.00	*
3:98235226:-	   97.0	   36.5	    2.7	    0.5	   6.48	   6.96	 178.45	   0.54	   0.00	--------	-1	0.00	*
3:160152375:+	   97.0	   11.2	    8.7	    0.5	  16.26	  17.26	 177.54	   0.12	   0.00	--------	-1	0.00	*
5:78981642:+	   97.0	    0.0	 9999.9	    0.5	  27.71	  29.20	 183.78	   0.05	   0.00	--------	-1	0.00	*
6:30568257:-	   97.0	    0.0	 9999.9	    0.6	  27.71	  29.20	 174.82	   0.52	   0.00	--------	-1	0.00	*
7:134850681:+	   97.0	   22.3	    4.3	   11.0	  10.86	  11.58	  55.64	   0.48	   0.36	--------	-1	0.00	*
1:6683779:+	   97.0	    0.0	 9999.9	    0.8	  27.71	  29.20	 163.39	   0.40	   0.00	--------	-1	0.00	*
11:65764228:-	   97.0	   14.8	    6.5	    0.5	  14.53	  15.45	 177.99	   0.40	   0.00	--------	-1	0.00	*
10:129897317:-	   96.9	    0.0	 9999.9	    6.9	  27.71	  29.20	  73.82	   0.41	   0.00	--------	-1	0.00	*
2:153512477:-	   96.9	    9.5	   10.2	    0.4	  17.56	  18.62	 186.77	   0.17	   0.00	--------	-1	0.00	*
22:29951227:-	   96.9	   33.3	    2.9	    0.9	   7.26	   7.78	 158.62	   0.29	   0.00	--------	-1	0.00	*
19:18978284:+	   96.9	    0.0	 9999.9	    1.4	  27.71	  29.20	 138.35	   0.09	   0.00	--------	-1	0.00	*
11:57467786:-	   96.8	   15.2	    6.3	    4.9	  14.01	  14.90	  87.22	   0.26	   0.00	--------	-1	0.00	*
15:32930927:-	   96.8	    3.4	   28.4	    0.5	  22.50	  23.78	 184.64	   0.13	   0.00	--------	-1	0.00	*
16:3536646:-	   96.8	   25.0	    3.9	    2.8	   9.74	  10.40	 110.55	   0.18	   0.00	--------	-1	0.00	*
3:129034010:+	   96.8	    9.3	   10.4	    0.5	  17.56	  18.62	 178.45	   0.45	   0.00	--------	-1	0.00	*
1:6652532:-	   96.7	    0.0	 9999.9	   13.0	  27.71	  29.20	  49.68	   0.51	   0.00	--------	-1	0.00	*
20:52185037:+	   96.7	   28.0	    3.5	   27.9	   9.05	   9.68	  23.91	   0.08	   0.00	--------	-1	0.00	*
17:8377718:+	   96.7	    0.0	 9999.9	   13.9	  27.71	  29.20	  47.08	   0.38	   0.00	--------	-1	0.00	*
6:118028221:-	   96.7	   43.2	    2.2	    0.6	   4.94	   5.32	 174.82	   0.58	   0.00	--------	-1	0.00	*
16:8986898:+	   96.6	    0.0	 9999.9	    2.7	  27.71	  29.20	 110.89	   0.19	   0.00	--------	-1	0.00	*
1:231469264:+	   96.6	   14.5	    6.7	    1.1	  14.54	  15.45	 149.32	   0.36	   0.00	--------	-1	0.00	*
1:33146160:-	   96.6	    8.0	   12.0	    9.1	  18.26	  19.35	  63.11	   0.41	   0.00	--------	-1	0.00	*
5:171290240:-	   96.6	   22.3	    4.3	    0.5	  10.86	  11.58	 183.78	   0.52	   0.18	--------	-1	0.00	*
16:74339868:+	   96.6	   20.9	    4.6	    0.7	  11.67	  12.44	 168.39	   0.42	   0.00	--------	-1	0.00	*
10:5681173:+	   96.6	    0.0	 9999.9	    9.3	  27.71	  29.20	  62.13	   0.13	   0.57	--------	-1	0.00	*
6:20491432:+	   96.6	    0.0	 9999.9	    0.6	  27.71	  29.20	 174.82	   0.36	   0.00	--------	-1	0.00	*
17:7417656:+	   96.6	   21.8	    4.4	    1.1	  11.26	  12.00	 146.61	   0.54	   0.00	--------	-1	0.00	*
10:103545719:-	   96.5	    0.0	 9999.9	    0.5	  27.71	  29.20	 179.58	   0.45	   0.00	--------	-1	0.00	*
7:138731516:-	   96.5	   27.6	    3.5	    8.5	   9.05	   9.68	  65.63	   0.27	   0.00	--------	-1	0.00	*
2:183790353:+	   96.5	   14.8	    6.5	    0.4	  14.54	  15.45	 186.77	   0.47	   0.00	--------	-1	0.00	*
9:129646806:+	   96.4	    0.0	 9999.9	    0.4	  27.71	  29.20	 187.10	   0.30	   0.00	--------	-1	0.00	*
6:18224513:-	   96.4	    2.5	   37.9	   13.6	  23.56	  24.88	  47.93	   0.49	   0.00	--------	-1	0.00	*
5:139495668:+	   96.4	    5.2	   18.6	    0.5	  20.63	  21.82	 183.78	   0.16	   0.00	--------	-1	0.00	*
6:26599270:+	   96.4	    0.0	 9999.9	    0.6	  27.71	  29.20	 174.82	   0.31	   0.00	--------	-1	0.00	*
5:135515559:-	   96.4	   61.9	    1.6	   19.9	   2.26	   2.47	  34.69	   0.20	   0.00	--------	-1	0.00	*
20:48250204:+	   96.3	    5.2	   18.4	   55.5	   6.09	  21.82	   6.55	   0.21	   0.00	--------	-1	0.00	*
6:43148753:-	   96.3	    5.0	   19.4	    0.6	  21.53	  22.76	 174.82	   0.14	   0.00	--------	-1	0.00	*
17:5344408:-	   96.3	   24.6	    3.9	    1.1	  10.10	  10.78	 146.61	   0.12	   0.00	--------	-1	0.00	*
1:32642026:+	   96.2	    7.0	   13.7	    0.8	  19.00	  20.13	 163.39	   0.51	   0.16	--------	-1	0.00	*
1:8072871:-	   96.2	    0.0	 9999.9	    4.3	  27.71	  29.20	  91.96	   0.39	   0.26	--------	-1	0.00	*
17:78109141:-	   96.2	   36.7	    2.6	    1.1	   6.48	   6.96	 146.61	   0.57	   0.00	--------	-1	0.00	*
9:97222549:+	   96.2	    0.0	 9999.9	    0.4	  27.71	  29.20	 187.10	   0.38	   0.00	--------	-1	0.00	*
4:139979879:+	   96.2	    0.0	 9999.9	    0.3	  27.71	  29.20	 197.32	   0.32	   0.00	--------	-1	0.00	*
10:97819463:-	   96.2	    0.0	 9999.9	    0.5	  27.71	  29.20	 179.58	   0.38	   0.00	--------	-1	0.00	*
1:227174826:-	   96.1	   47.9	    2.0	    7.8	   4.20	   4.54	  68.73	   0.28	   0.00	--------	-1	0.00	*
1:94354071:-	   96.1	    0.0	 9999.9	    0.8	  27.71	  29.20	 163.39	   0.53	   0.00	--------	-1	0.00	*
10:43881994:-	   96.1	   25.5	    3.8	    4.8	   9.74	  10.40	  88.34	   0.60	   0.00	--------	-1	0.00	*
4:6718943:-	   96.0	    0.0	 9999.9	    0.3	  27.71	  29.20	 197.32	   0.37	   0.00	--------	-1	0.00	*
15:68583756:-	   96.0	    8.8	   10.9	    0.5	  18.26	  19.35	 184.64	   0.27	   0.00	--------	-1	0.00	*
1:78161926:+	   96.0	   18.2	    5.3	    7.1	  12.34	  13.14	  71.41	   0.27	   0.00	--------	-1	0.00	*
1:149913595:-	   96.0	    0.0	 9999.9	   10.8	  27.42	  28.90	  55.60	   0.59	   0.00	--------	-1	0.00	*
10:115594613:-	   96.0	   13.7	    7.0	    0.5	  14.85	  15.78	 177.31	   0.59	   0.00	--------	-1	0.00	*
11:62559761:+	   96.0	    0.0	 9999.9	    1.2	  27.42	  28.90	 141.46	   0.41	   0.03	--------	-1	0.00	*
14:103372232:-	   96.0	   31.1	    3.1	    0.5	   7.64	   8.19	 179.85	   0.37	   0.00	--------	-1	0.00	*
18:60998760:+	   96.0	    6.7	   14.3	    1.5	  19.53	  20.68	 134.96	   0.45	   0.00	--------	-1	0.00	*
19:10801526:-	   96.0	    0.0	 9999.9	    1.1	  27.42	  28.90	 144.95	   0.34	   0.00	--------	-1	0.00	*
19:18978012:-	   96.0	    0.0	 9999.9	    1.4	  27.42	  28.90	 136.51	   0.10	   0.00	--------	-1	0.00	*
2:170494198:+	   96.0	   29.6	    3.2	    0.4	   8.24	   8.82	 184.43	   0.56	   0.00	--------	-1	0.00	*
2:174773879:+	   96.0	   28.5	    3.4	   10.1	   8.55	   9.15	  57.92	   0.16	   0.00	--------	-1	0.00	*
2:204292890:-	   96.0	   32.1	    3.0	   19.9	   7.36	   7.89	  33.94	   0.13	   0.00	--------	-1	0.00	*
3:20026568:-	   96.0	   12.5	    7.7	    6.8	  15.42	  16.38	  73.26	   0.39	   0.00	--------	-1	0.00	*
3:52728508:+	   96.0	   14.4	    6.7	    0.5	  14.31	  15.21	 176.19	   0.31	   0.59	--------	-1	0.00	*
3:98235232:+	   96.0	   33.4	    2.9	    0.5	   7.09	   7.61	 176.19	   0.43	   0.00	--------	-1	0.00	*
3:99897384:+	   96.0	   27.6	    3.5	    0.5	   8.87	   9.49	 176.19	   0.58	   0.00	--------	-1	0.00	*
3:184026773:+	   96.0	   33.9	    2.8	    0.5	   7.09	   7.61	 176.19	   0.51	   0.00	--------	-1	0.00	*
6:126250097:+	   96.0	   13.0	    7.4	    2.1	  15.42	  16.38	 119.48	   0.54	   0.00	--------	-1	0.00	*
7:6063411:+	   96.0	   14.3	    6.7	    0.5	  14.31	  15.21	 178.85	   0.54	   0.00	--------	-1	0.00	*
9:37503366:-	   96.0	    0.0	 9999.9	    0.4	  27.42	  28.90	 184.75	   0.41	   0.00	--------	-1	0.00	*
