Position	IP	Control	Fold	Expectd	Q_-lg10	P_-lg10	P_poiss	IPvsEMP	Noise	KmerGroup	MotifId	KG_score	Strand
8:144379784	   33.4	   20.7	    1.6	    5.3	   1.18	   1.28	  16.10	  -0.43	   0.38	--------	-1	0.00	*
14:105269043	    4.0	    0.0	 9999.9	    2.0	   1.18	   1.51	   1.28	  -1.44	   0.00	--------	-1	0.00	*
11:9003959	   45.0	   29.8	    1.5	   16.1	   1.18	   1.28	   8.55	  -0.51	   0.70	--------	-1	0.00	*
1:160259151	   78.0	   58.7	    1.3	    2.9	   1.18	   1.28	  81.35	  -0.75	   0.00	--------	-1	0.00	*
9:21862557	   86.9	   65.5	    1.3	    0.4	   1.18	   1.28	 163.84	  -0.52	   0.00	--------	-1	0.00	*
1:114306021	   28.1	    0.0	 9999.9	   20.9	   1.18	   8.73	   1.28	  -0.92	   0.23	--------	-1	0.00	*
2:46613028	   14.6	    0.0	 9999.9	    9.3	   1.18	   4.52	   1.28	  -0.89	   0.00	--------	-1	0.00	*
1:226820096	   11.0	    0.0	 9999.9	    6.2	   1.17	   3.31	   1.27	  -0.99	   0.00	--------	-1	0.00	*
1:116240285	   11.0	    0.0	 9999.9	    6.2	   1.17	   3.31	   1.27	  -0.94	   0.00	--------	-1	0.00	*
14:90874052	   57.8	   40.4	    1.4	    3.6	   1.17	   1.27	  47.39	  -0.82	   0.37	--------	-1	0.00	*
3:49763978	   57.1	   40.7	    1.4	    0.5	   1.17	   1.27	  94.29	  -0.77	   0.00	--------	-1	0.00	*
16:23074875	   64.0	    0.0	 9999.9	   51.7	   1.17	  19.27	   1.27	  -0.56	   0.42	--------	-1	0.00	*
3:44791057	   13.0	    0.0	 9999.9	    7.8	   1.17	   3.91	   1.27	  -0.95	   0.00	--------	-1	0.00	*
19:34306026	   48.7	    0.0	 9999.9	   38.3	   1.17	  14.75	   1.27	  -0.49	   0.52	--------	-1	0.00	*
20:10605368	   10.0	    0.0	 9999.9	    5.5	   1.17	   3.01	   1.27	  -0.67	   0.00	--------	-1	0.00	*
4:110971528	   87.3	   66.2	    1.3	    2.2	   1.17	   1.27	 104.48	  -0.62	   0.21	--------	-1	0.00	*
16:55620053	    6.9	    0.0	 9999.9	    3.3	   1.17	   2.11	   1.27	  -0.58	   0.00	--------	-1	0.00	*
4:107269869	   19.9	    0.0	 9999.9	   13.4	   1.17	   6.02	   1.27	  -0.81	   0.00	--------	-1	0.00	*
14:77975935	   33.0	    0.0	 9999.9	   24.3	   1.17	   9.93	   1.27	  -0.53	   0.44	--------	-1	0.00	*
5:146773525	   13.3	    0.0	 9999.9	    8.6	   1.17	   4.21	   1.27	  -1.12	   0.00	--------	-1	0.00	*
16:46833592	   11.0	    0.0	 9999.9	    6.3	   1.17	   3.31	   1.27	  -0.60	   0.00	--------	-1	0.00	*
4:76569167	  145.0	  117.1	    1.2	  110.6	   1.16	   1.26	   3.00	  -0.46	   0.38	--------	-1	0.00	*
17:33338285	   14.0	    0.0	 9999.9	    9.4	   1.16	   4.52	   1.26	  -1.24	   0.00	--------	-1	0.00	*
9:100886774	   11.0	    0.0	 9999.9	    6.3	   1.16	   3.31	   1.26	  -1.48	   0.00	--------	-1	0.00	*
3:122142704	   14.6	    0.0	 9999.9	    9.4	   1.16	   4.52	   1.26	  -0.74	   0.00	--------	-1	0.00	*
19:57732779	   20.0	    0.0	 9999.9	   13.4	   1.16	   6.02	   1.26	  -0.68	   0.63	--------	-1	0.00	*
1:55316389	  179.9	  149.1	    1.2	    0.8	   1.16	   1.26	 999.00	  -0.64	   0.00	--------	-1	0.00	*
5:156907750	    8.0	    0.0	 9999.9	    4.1	   1.16	   2.41	   1.26	  -0.79	   0.00	--------	-1	0.00	*
9:100848473	   17.6	    0.0	 9999.9	   11.8	   1.16	   5.42	   1.26	  -0.87	   0.19	--------	-1	0.00	*
18:72907498	   13.0	    0.0	 9999.9	    7.8	   1.16	   3.91	   1.26	  -0.70	   0.00	--------	-1	0.00	*
11:15989821	   11.3	    0.0	 9999.9	    7.0	   1.16	   3.61	   1.26	  -0.76	   0.00	--------	-1	0.00	*
1:214523856	   18.2	    0.0	 9999.9	   12.6	   1.16	   5.72	   1.26	  -0.93	   0.00	--------	-1	0.00	*
2:188210642	    9.0	    0.0	 9999.9	    4.8	   1.16	   2.71	   1.26	  -0.37	   0.00	--------	-1	0.00	*
1:179833587	   59.0	   41.5	    1.4	    3.5	   1.16	   1.26	  49.64	  -0.26	   0.00	--------	-1	0.00	*
12:12796458	   59.0	   41.5	    1.4	   26.9	   1.16	   1.26	   7.23	  -0.70	   0.00	--------	-1	0.00	*
16:71888071	   59.0	   41.5	    1.4	   19.7	   1.16	   1.26	  12.17	  -0.27	   0.00	--------	-1	0.00	*
18:9399790	   59.0	   41.5	    1.4	   14.3	   1.16	   1.26	  18.16	  -0.45	   0.00	--------	-1	0.00	*
X:149935678	   59.0	   41.5	    1.4	   10.5	   1.16	   1.26	  24.51	  -0.56	   0.00	--------	-1	0.00	*
6:7251891	   58.9	   41.1	    1.4	    0.6	   1.16	   1.26	  94.13	  -0.59	   0.12	--------	-1	0.00	*
10:113913217	   58.9	   41.5	    1.4	    0.5	   1.16	   1.26	  97.02	  -0.43	   0.00	--------	-1	0.00	*
19:15357891	   58.8	   41.5	    1.4	   10.1	   1.16	   1.26	  25.32	  -0.71	   0.00	--------	-1	0.00	*
17:18709085	   58.7	   41.5	    1.4	    1.1	   1.16	   1.26	  77.07	  -0.65	   0.00	--------	-1	0.00	*
11:47185916	   58.6	   41.4	    1.4	    3.0	   1.16	   1.26	  53.21	  -0.89	   0.54	--------	-1	0.00	*
2:191555423	   58.3	   41.5	    1.4	    1.5	   1.16	   1.26	  70.39	  -0.56	   0.36	--------	-1	0.00	*
5:150090491	   58.2	   41.5	    1.4	    0.5	   1.16	   1.26	  99.56	  -0.52	   0.00	--------	-1	0.00	*
4:154257100	   58.0	   41.5	    1.4	   29.4	   1.16	   1.26	   5.99	  -0.63	   0.00	--------	-1	0.00	*
X:41095790	   10.0	    0.0	 9999.9	    5.5	   1.16	   3.01	   1.26	  -0.55	   0.00	--------	-1	0.00	*
8:124514965	    8.2	    0.0	 9999.9	    4.8	   1.16	   2.71	   1.25	  -0.42	   0.00	--------	-1	0.00	*
14:92432458	   21.9	    0.0	 9999.9	   15.1	   1.15	   6.62	   1.25	  -0.75	   0.00	--------	-1	0.00	*
17:30648411	   15.0	    0.0	 9999.9	    9.4	   1.15	   4.52	   1.25	  -0.71	   0.42	--------	-1	0.00	*
X:34647300	   27.9	    0.0	 9999.9	   20.1	   1.15	   8.43	   1.25	  -0.75	   0.00	--------	-1	0.00	*
1:218510502	   36.0	    0.0	 9999.9	   27.0	   1.15	  10.84	   1.25	  -0.37	   0.88	--------	-1	0.00	*
2:222285227	   10.6	    0.0	 9999.9	    6.3	   1.15	   3.31	   1.25	  -0.95	   0.00	--------	-1	0.00	*
4:147175179	   16.0	    0.0	 9999.9	   10.2	   1.15	   4.82	   1.25	  -1.31	   0.00	--------	-1	0.00	*
X:73957818	    8.0	    0.0	 9999.9	    4.1	   1.15	   2.41	   1.25	  -0.99	   0.00	--------	-1	0.00	*
1:174960530	   13.0	    0.0	 9999.9	    7.8	   1.15	   3.91	   1.25	  -0.63	   0.00	--------	-1	0.00	*
5:10265021	  181.5	  151.7	    1.2	    2.7	   1.15	   1.25	 255.77	  -0.63	   0.00	--------	-1	0.00	*
1:175126301	    5.0	    0.0	 9999.9	    2.0	   1.15	   1.51	   1.25	  -2.42	   0.00	--------	-1	0.00	*
8:109793285	    8.0	    0.0	 9999.9	    4.1	   1.15	   2.41	   1.25	  -0.44	   0.00	--------	-1	0.00	*
2:155310271	    4.7	    0.0	 9999.9	    2.0	   1.14	   1.51	   1.24	  -1.27	   0.00	--------	-1	0.00	*
X:123510283	    7.7	    0.0	 9999.9	    4.1	   1.14	   2.41	   1.24	  -1.11	   0.00	--------	-1	0.00	*
19:16212302	   82.3	   62.2	    1.3	    1.1	   1.14	   1.24	 120.30	  -0.55	   0.00	--------	-1	0.00	*
1:31342331	   18.8	    0.0	 9999.9	   12.7	   1.14	   5.72	   1.24	  -1.05	   0.00	--------	-1	0.00	*
5:663257	   10.6	    0.0	 9999.9	    6.3	   1.14	   3.31	   1.24	  -1.19	   0.00	--------	-1	0.00	*
19:40577675	   20.5	    0.0	 9999.9	   14.3	   1.14	   6.32	   1.23	  -0.83	   0.00	--------	-1	0.00	*
21:44451364	   22.0	    0.0	 9999.9	   15.2	   1.13	   6.62	   1.23	  -0.48	   0.56	--------	-1	0.00	*
1:167887367	   25.9	   15.0	    1.7	    3.7	   1.13	   1.23	  13.26	  -0.56	   0.32	--------	-1	0.00	*
20:62566539	  100.2	   78.5	    1.3	   22.2	   1.13	   1.23	  33.59	  -0.47	   0.81	--------	-1	0.00	*
22:43193144	   53.7	   37.5	    1.4	    0.9	   1.13	   1.23	  75.23	  -0.64	   0.00	--------	-1	0.00	*
X:131760906	   53.1	   37.3	    1.4	   18.6	   1.13	   1.23	  10.68	  -0.82	   0.23	--------	-1	0.00	*
15:59388856	    9.9	    0.0	 9999.9	    5.6	   1.13	   3.01	   1.23	  -0.61	   0.00	--------	-1	0.00	*
1:25570962	    5.2	    0.0	 9999.9	    2.7	   1.13	   1.81	   1.23	  -0.99	   0.00	--------	-1	0.00	*
6:110932804	   13.0	    0.0	 9999.9	    7.9	   1.13	   3.91	   1.23	  -0.33	   0.00	--------	-1	0.00	*
X:103436212	   75.3	   56.7	    1.3	    0.4	   1.13	   1.23	 142.68	  -0.52	   0.00	--------	-1	0.00	*
1:154184322	   31.0	   18.3	    1.7	    0.8	   1.13	   1.23	  37.79	  -1.00	   0.00	--------	-1	0.00	*
1:10368586	   30.2	   18.8	    1.6	   12.9	   1.13	   1.23	   4.85	  -1.09	   0.26	--------	-1	0.00	*
2:204300293	   28.5	    0.0	 9999.9	   21.1	   1.13	   8.73	   1.23	  -0.95	   0.00	--------	-1	0.00	*
1:24291622	   55.9	    0.2	  305.8	   44.8	   1.13	  15.40	   1.23	  -0.44	   0.00	--------	-1	0.00	*
14:104199407	   47.8	   32.7	    1.5	    9.5	   1.13	   1.22	  18.22	  -1.16	   0.34	--------	-1	0.00	*
4:175239603	   21.0	    0.0	 9999.9	   14.4	   1.13	   6.32	   1.22	  -0.64	   0.75	--------	-1	0.00	*
18:77733575	  286.0	  248.8	    1.1	    0.3	   1.12	   1.22	 999.00	  -0.65	   0.00	--------	-1	0.00	*
7:156764823	   41.8	   27.6	    1.5	    0.5	   1.12	   1.22	  63.89	  -0.82	   0.15	--------	-1	0.00	*
X:69723942	   41.5	   27.4	    1.5	   10.8	   1.12	   1.22	  12.26	  -0.73	   0.00	--------	-1	0.00	*
18:13645704	    7.9	    0.0	 9999.9	    4.1	   1.12	   2.41	   1.22	  -0.93	   0.00	--------	-1	0.00	*
3:170022569	   13.1	    0.0	 9999.9	    8.7	   1.12	   4.21	   1.22	  -0.98	   0.00	--------	-1	0.00	*
6:138663525	    9.0	    0.0	 9999.9	    4.9	   1.12	   2.71	   1.22	  -0.59	   0.66	--------	-1	0.00	*
1:167757291	   68.9	   50.3	    1.4	    4.9	   1.12	   1.22	  52.85	  -0.79	   0.00	--------	-1	0.00	*
8:30536990	   76.7	   57.8	    1.3	    9.7	   1.12	   1.22	  41.48	  -0.98	   0.48	--------	-1	0.00	*
17:43183297	  215.8	  183.2	    1.2	    8.5	   1.12	   1.22	 215.45	  -0.67	   0.14	--------	-1	0.00	*
12:27125840	    6.8	    0.0	 9999.9	    3.4	   1.12	   2.11	   1.22	  -1.46	   0.01	--------	-1	0.00	*
1:100488113	   12.7	    0.0	 9999.9	    7.9	   1.12	   3.91	   1.22	  -1.16	   0.00	--------	-1	0.00	*
3:67061008	   54.6	   38.8	    1.4	    9.3	   1.12	   1.22	  23.96	  -0.85	   0.53	--------	-1	0.00	*
3:170114116	   54.4	   38.1	    1.4	    0.5	   1.12	   1.22	  88.21	  -0.29	   0.00	--------	-1	0.00	*
16:11642266	   54.2	   38.3	    1.4	    8.5	   1.12	   1.22	  25.60	  -0.92	   0.25	--------	-1	0.00	*
1:8413917	   27.9	    0.0	 9999.9	   20.3	   1.12	   8.43	   1.22	  -0.46	   0.39	--------	-1	0.00	*
7:63814541	   24.3	    0.0	 9999.9	   17.8	   1.12	   7.53	   1.22	  -0.57	   0.52	--------	-1	0.00	*
3:122990649	   18.0	    8.7	    2.1	    3.8	   1.12	   1.21	   6.91	  -0.73	   0.10	--------	-1	0.00	*
16:69732568	   30.4	    0.0	 9999.9	   22.9	   1.12	   9.33	   1.21	  -0.84	   0.21	--------	-1	0.00	*
7:130038528	   24.0	    0.0	 9999.9	   16.9	   1.11	   7.22	   1.21	  -0.46	   0.00	--------	-1	0.00	*
4:71674295	   13.3	    0.0	 9999.9	    8.7	   1.11	   4.21	   1.21	  -1.40	   0.57	--------	-1	0.00	*
22:17593397	    8.0	    0.0	 9999.9	    4.2	   1.11	   2.41	   1.21	  -0.73	   0.00	--------	-1	0.00	*
12:56387218	   42.4	    0.0	 9999.9	   33.4	   1.11	  12.94	   1.21	  -0.86	   0.27	--------	-1	0.00	*
19:11276259	    4.4	    0.0	 9999.9	    2.1	   1.11	   1.51	   1.21	  -1.46	   0.00	--------	-1	0.00	*
17:80200784	   47.0	    0.0	 9999.9	   36.9	   1.11	  14.15	   1.21	  -0.92	   0.00	--------	-1	0.00	*
15:77402511	   22.4	    0.0	 9999.9	   16.1	   1.11	   6.92	   1.21	  -1.31	   0.00	--------	-1	0.00	*
1:201789203	   15.3	    0.0	 9999.9	   10.4	   1.11	   4.82	   1.21	  -0.84	   0.00	--------	-1	0.00	*
1:241793633	   10.4	    0.0	 9999.9	    6.4	   1.11	   3.31	   1.21	  -1.02	   0.00	--------	-1	0.00	*
11:119179788	   15.8	    0.0	 9999.9	   10.4	   1.11	   4.82	   1.21	  -0.76	   0.00	--------	-1	0.00	*
8:145153572	   12.0	    0.0	 9999.9	    7.2	   1.11	   3.61	   1.20	  -0.77	   0.00	--------	-1	0.00	*
1:901038	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.00	   0.00	--------	-1	0.00	*
1:1228835	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.45	   0.00	--------	-1	0.00	*
1:1662890	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.62	   0.00	--------	-1	0.00	*
1:2283285	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -4.00	   0.00	--------	-1	0.00	*
1:7978876	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.19	   0.00	--------	-1	0.00	*
1:15724009	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.57	   0.00	--------	-1	0.00	*
1:26111699	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.33	   0.00	--------	-1	0.00	*
1:31652623	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.41	   0.00	--------	-1	0.00	*
1:31653147	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.37	   0.00	--------	-1	0.00	*
1:31838256	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.93	   0.00	--------	-1	0.00	*
1:31838626	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -3.17	   0.00	--------	-1	0.00	*
1:39880297	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.54	   0.00	--------	-1	0.00	*
1:41327221	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.05	   0.00	--------	-1	0.00	*
1:42313019	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.57	   0.00	--------	-1	0.00	*
1:47681997	    4.0	    0.0	 9999.9	    1.1	   1.11	   1.20	   1.65	  -2.36	   0.00	--------	-1	0.00	*
1:54651866	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.59	   0.00	--------	-1	0.00	*
1:54656283	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -4.00	   0.00	--------	-1	0.00	*
1:63049876	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.45	   0.00	--------	-1	0.00	*
1:68564185	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.48	   0.00	--------	-1	0.00	*
1:85598762	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -3.72	   0.00	--------	-1	0.00	*
1:90471226	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.95	   0.00	--------	-1	0.00	*
1:94944193	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.90	   0.00	--------	-1	0.00	*
1:109245196	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.59	   0.00	--------	-1	0.00	*
1:110022380	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.81	   0.00	--------	-1	0.00	*
1:110022782	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.99	   0.00	--------	-1	0.00	*
1:110023513	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.34	   0.00	--------	-1	0.00	*
1:110744481	    4.0	    0.0	 9999.9	    1.0	   1.11	   1.20	   1.66	  -0.92	   0.00	--------	-1	0.00	*
1:111957021	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.13	   0.00	--------	-1	0.00	*
1:113252691	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.25	   0.00	--------	-1	0.00	*
1:114423696	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.87	   0.00	--------	-1	0.00	*
1:115591157	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.39	   0.00	--------	-1	0.00	*
1:144851729	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.56	   0.00	--------	-1	0.00	*
1:144852282	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.50	   0.00	--------	-1	0.00	*
1:145283715	    4.0	    0.0	 9999.9	    1.0	   1.11	   1.20	   1.75	  -2.79	   0.00	--------	-1	0.00	*
1:145285371	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.49	   0.00	--------	-1	0.00	*
1:145696391	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.44	   0.00	--------	-1	0.00	*
1:150768993	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.56	   0.00	--------	-1	0.00	*
1:151104751	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.81	   0.00	--------	-1	0.00	*
1:153579963	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.68	   0.00	--------	-1	0.00	*
1:153965261	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -3.11	   0.00	--------	-1	0.00	*
1:156307469	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.94	   0.00	--------	-1	0.00	*
1:156374230	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.76	   0.00	--------	-1	0.00	*
1:160723008	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.72	   0.00	--------	-1	0.00	*
1:160846492	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.37	   0.00	--------	-1	0.00	*
1:160965060	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -4.00	   0.00	--------	-1	0.00	*
1:161070351	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.95	   0.00	--------	-1	0.00	*
1:163045312	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.56	   0.00	--------	-1	0.00	*
1:163046347	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.10	   0.00	--------	-1	0.00	*
1:163112300	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -3.25	   0.00	--------	-1	0.00	*
1:163274164	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -4.00	   0.00	--------	-1	0.00	*
1:168283560	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.88	   0.00	--------	-1	0.00	*
1:169346467	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.38	   0.00	--------	-1	0.00	*
1:181030932	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.04	  -0.53	   0.00	--------	-1	0.00	*
1:182023839	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.05	   0.00	--------	-1	0.00	*
1:183217422	    4.0	    0.0	 9999.9	    1.1	   1.11	   1.20	   1.58	  -2.05	   0.00	--------	-1	0.00	*
1:183217940	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -1.25	   0.00	--------	-1	0.00	*
1:184760269	    4.0	    0.0	 9999.9	    1.0	   1.11	   1.20	   1.78	  -0.74	   0.00	--------	-1	0.00	*
1:184761055	    4.0	    0.0	 9999.9	    1.0	   1.11	   1.20	   1.78	  -2.34	   0.00	--------	-1	0.00	*
1:200883464	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.80	   0.00	--------	-1	0.00	*
1:204188673	    4.0	    0.0	 9999.9	    1.3	   1.11	   1.20	   1.39	  -1.22	   0.00	--------	-1	0.00	*
1:205571984	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.31	   0.00	--------	-1	0.00	*
1:207513991	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.93	   0.00	--------	-1	0.00	*
1:210849308	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -0.48	   0.00	--------	-1	0.00	*
1:248043426	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.10	  -2.57	   0.00	--------	-1	0.00	*
10:853039	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.83	   0.00	--------	-1	0.00	*
10:5903664	    4.0	    0.0	 9999.9	    1.1	   1.11	   1.20	   1.57	  -0.66	   0.00	--------	-1	0.00	*
10:6469137	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -3.41	   0.00	--------	-1	0.00	*
10:7792932	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.48	   0.00	--------	-1	0.00	*
10:11116969	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.57	   0.00	--------	-1	0.00	*
10:24836543	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.88	   0.00	--------	-1	0.00	*
10:38091448	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -0.47	   0.00	--------	-1	0.00	*
10:43625755	    4.0	    0.0	 9999.9	    0.6	   1.11	   1.20	   2.38	  -0.69	   0.00	--------	-1	0.00	*
10:49718525	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -0.43	   0.00	--------	-1	0.00	*
10:51770126	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.14	   0.00	--------	-1	0.00	*
10:63525926	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -0.99	   0.00	--------	-1	0.00	*
10:71873788	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.75	   0.00	--------	-1	0.00	*
10:79395991	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.00	   0.00	--------	-1	0.00	*
10:101918778	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -3.01	   0.00	--------	-1	0.00	*
10:102243173	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.01	   0.00	--------	-1	0.00	*
10:102777221	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.82	   0.00	--------	-1	0.00	*
10:104687291	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -0.65	   0.00	--------	-1	0.00	*
10:117823629	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.02	  -3.00	   0.00	--------	-1	0.00	*
10:118893428	    4.0	    0.0	 9999.9	    0.7	   1.11	   1.20	   2.21	  -1.47	   0.00	--------	-1	0.00	*
10:129883073	    4.0	    0.0	 9999.9	    1.0	   1.11	   1.20	   1.78	  -0.66	   0.00	--------	-1	0.00	*
10:135076021	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.69	  -1.71	   0.00	--------	-1	0.00	*
11:294927	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -1.19	   0.00	--------	-1	0.00	*
11:295420	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.53	   0.00	--------	-1	0.00	*
11:616613	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.53	   0.00	--------	-1	0.00	*
11:869192	    4.0	    0.0	 9999.9	    1.4	   1.11	   1.20	   1.29	  -2.59	   0.00	--------	-1	0.00	*
11:2870163	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -2.05	   0.00	--------	-1	0.00	*
11:22644872	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.39	   0.00	--------	-1	0.00	*
11:27678539	    4.0	    0.0	 9999.9	    0.6	   1.11	   1.20	   2.38	  -0.46	   0.00	--------	-1	0.00	*
11:31806057	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.38	   0.00	--------	-1	0.00	*
11:36600835	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.07	  -1.53	   0.00	--------	-1	0.00	*
11:45950553	    4.0	    0.0	 9999.9	    1.1	   1.11	   1.20	   1.54	  -2.38	   0.00	--------	-1	0.00	*
11:57319421	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.76	   0.00	--------	-1	0.00	*
11:61120850	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -1.95	   0.00	--------	-1	0.00	*
11:61178436	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -1.17	   0.00	--------	-1	0.00	*
11:66816696	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.74	   0.00	--------	-1	0.00	*
11:67132470	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -1.27	   0.00	--------	-1	0.00	*
11:67259444	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.97	   0.00	--------	-1	0.00	*
11:74689163	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.12	  -0.92	   0.00	--------	-1	0.00	*
11:75316569	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.84	   0.00	--------	-1	0.00	*
11:77583341	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -1.63	   0.00	--------	-1	0.00	*
11:82959614	    4.0	    0.0	 9999.9	    0.5	   1.11	   1.20	   2.63	  -0.51	   0.00	--------	-1	0.00	*
11:82970695	    4.0	    0.0	 9999.9	    0.8	   1.11	   1.20	   2.01	  -0.50	   0.00	--------	-1	0.00	*
